building_id,target_building_id,distance_in_meters,create_date,last_update_date,updated_by_user_id
LUKSICHAL,PARKING-C,365.125979957,,,
TRIMDININ,PARKING-C,660.113605517,,,
PARKING-E,KUROMAKUH,77.277299772,,,
PARKING-K,KUROMAKUH,379.837126715,,,
PARKING-E,KUROMAKUE,159.255260521,,,
PARKING-K,KUROMAKUE,316.278454850,,,
PARKING-E,KUROMAKUS,225.368126073,,,
PARKING-K,KUROMAKUS,328.998106315,,,
PARKING-C,BRYANTHAL,89.408640730,,,
PARKING-E,BRYANTHAL,666.850204544,,,
PARKING-K,BRYANTHAL,213.016848112,,,
PARKING-C,CANFIELDH,56.429605532,,,
PARKING-E,CANFIELDH,629.224734834,,,
PARKING-K,CANFIELDH,180.640934013,,,
PARKING-C,CENTRALSE,558.336720710,,,
PARKING-E,CENTRALSE,137.973502207,,,
PARKING-C,COLEMANHA,57.623284380,,,
PARKING-E,COLEMANHA,587.136891445,,,
PARKING-C,FORESTHAL,150.355583960,,,
PARKING-E,FORESTHAL,780.731771341,,,
PARKING-C,FORESTHAL-A,129.561724713,,,
PARKING-E,FORESTHAL-A,758.419126142,,,
PARKING-C,GERBERHAL,268.592205177,,,
PARKING-E,GERBERHAL,511.252758649,,,
PARKING-C,HOLLISTER,355.503026654,,,
PARKING-E,HOLLISTER,544.299544214,,,
PARKING-C,HORNLIBRA,318.449636333,,,
PARKING-E,HORNLIBRA,434.063780870,,,
PARKING-C,HORNCOMPU,382.082183272,,,
PARKING-C,KEITHHALL,234.962020470,,,
PARKING-E,KEITHHALL,464.215530378,,,
PARKING-C,KNIGHTAUD,281.207957550,,,
PARKING-C,KRIEBELHA,360.392205810,,,
PARKING-C,LUKSICHAL,365.125979957,,,
PARKING-C,MUSTARDHA,484.124036554,,,
PARKING-T,MALLOYHAL,353.783764061,,,
PARKING-C,MALLOYHAL,500.414739286,,,
PARKING-T,MCCULLOUGH,448.721245208,,,
PARKING-C,MCCULLOUGH,437.864518792,,,
PARKING-T,PARKMANOR-S,823.100344439,,,
PARKING-C,PARKMANOR-S,192.092795859,,,
PARKING-E,PARKMANOR-S,703.038549190,,,
PARKING-T,PARKMANOR-C,785.129999944,,,
PARKING-C,PARKMANOR-C,153.217549701,,,
PARKING-E,PARKMANOR-C,668.496103484,,,
PARKING-T,PARKMANOR-N,741.334770267,,,
PARKING-C,PARKMANOR-N,129.351945537,,,
PARKING-E,PARKMANOR-N,626.498480303,,,
PARKING-T,POSTOFFIC,396.896666843,,,
PARKING-C,POSTOFFIC,424.041664547,,,
PARKING-E,POSTOFFIC,253.505484958,,,
PARKING-T,CAMPUSCEN,202.939067696,,,
PARKING-C,CAMPUSCEN,519.650643404,,,
PARKING-E,CAMPUSCEN,153.648013861,,,
PARKING-T,SULLIVANB,552.797870936,,,
PARKING-E,SULLIVANB,405.940946847,,,
PARKING-T,TOMASSOHA,363.748019538,,,
PARKING-E,TOMASSOHA,215.920356241,,,
PARKING-T,TRIMDININ,65.154427026,,,
PARKING-E,TRIMDININ,110.235888495,,,
PARKING-T,JABBER,582.198548234,,,
PARKING-E,JABBER,502.395867652,,,
PARKING-T,RECREATION,144.716280317,,,
PARKING-E,RECREATION,101.537342521,,,
PARKING-E,WESTGATEH,542.622019987,,,
WOODLANDH-4,PARKING-E,205.523372126,,,
PARKING-C,PARKING-E,630.544870435,,,
WOODLANDH-4,PARKING-K,601.011276326,,,
TRIMDININ,PARKING-E,110.235888495,,,
WOODLANDH-4,PARKING-F,840.388067520,,,
WOODLANDH-4,PARKING-N,642.582928322,,,
WOODLANDH-4,PARKING-P,400.797234929,,,
WOODLANDH-4,PARKING-H,582.278196168,,,
PARKING-C,PARKING-W,807.621263697,,,
WOODLANDH-4,PARKING-S,552.184294760,,,
PARKING-E,WOODLANDH-1,231.428334998,,,
PARKING-E,WOODLANDH-2,234.199959975,,,
WOODLANDH-4,WOODLANDH-3,30.643626322,,,
PARKING-E,WOODLANDH-3,235.795621930,,,
PARKING-E,WOODLANDH-4,205.523372126,,,
WOODLANDH-4,PARKING-T,49.150586292,,,
PARKING-C,PARKING-T,722.560188800,,,
PARKING-E,PARKING-T,158.618396651,,,
WOODLANDH-4,PARKING-C,741.512983491,,,
PARKING-E,PARKING-C,630.544870435,,,
PARKING-S,PARKING-C,404.748834264,,,
PARKING-W,PARKING-C,807.621263697,,,
PARKING-C,PARKING-K,201.375493295,,,
PARKING-K,PARKING-E,456.760646996,,,
PARKING-C,PARKING-F,105.022059390,,,
PARKING-C,PARKING-N,240.725129101,,,
PARKING-C,PARKING-P,714.966411314,,,
PARKING-C,PARKING-H,310.857430905,,,
PARKING-E,PARKING-W,246.737114524,,,
PARKING-C,PARKING-S,404.748834264,,,
PARKING-C,SOCCERFIE,971.129707989,,,
PARKING-C,PARKING-Y,128.986544236,,,
WOODLANDH-4,TENNISCOU,159.649479470,,,
CANFIELDH,PARKING-E,629.224734834,,,
WOODLANDH-1,PARKING-E,231.428334998,,,
HOLLISTER,PARKING-K,392.438922336,,,
KRIEBELHA,PARKING-K,284.000008741,,,
KNIGHTAUD,PARKING-K,84.546355063,,,
TOMASSOHA,PARKING-K,460.135235411,,,
PARKING-E,PARKING-K,456.760646996,,,
LUKSICHAL,PARKING-K,164.094823910,,,
TRIMDININ,PARKING-K,507.893190125,,,
KRIEBELHA,PARKING-N,255.242804808,,,
PARKING-E,PARKING-N,599.131216244,,,
TRIMDININ,PARKING-N,586.971060974,,,
PARKING-T,PARKING-N,639.186680725,,,
PARKING-K,PARKING-N,331.620201071,,,
CANFIELDH,PARKING-F,127.878512083,,,
HOLLISTER,PARKING-F,409.663128327,,,
MALLOYHAL,PARKING-F,604.368146574,,,
TOMASSOHA,PARKING-F,762.626143416,,,
PARKING-E,PARKING-F,734.989609693,,,
TRIMDININ,PARKING-F,761.647005593,,,
PARKING-E,PARKING-H,560.783593218,,,
PARKING-E,PARKING-S,362.134240235,,,
PARKING-E,PARKING-Y,706.932650767,,,
PARKING-E,SOCCERFIE,378.979331553,,,
PARKING-C,TENNISCOU,768.341291955,,,
WOODLANDH-4,KUROMAKUH,262.772028980,,,
PARKING-S,KUROMAKUH,291.359284998,,,
WOODLANDH-4,KUROMAKUE,287.002401163,,,
PARKING-S,KUROMAKUE,284.416658955,,,
WOODLANDH-4,KUROMAKUS,286.591983508,,,
PARKING-S,KUROMAKUS,350.704989106,,,
WOODLANDH-4,BRYANTHAL,795.967915479,,,
PARKING-S,BRYANTHAL,395.547187746,,,
WOODLANDH-4,CANFIELDH,753.963497293,,,
PARKING-S,CANFIELDH,373.985958428,,,
WOODLANDH-4,CENTRALSE,341.702239052,,,
PARKING-S,CENTRALSE,232.602292340,,,
WOODLANDH-4,COLEMANHA,709.095081157,,,
PARKING-S,COLEMANHA,347.601144715,,,
WOODLANDH-4,FORESTHAL,886.027655171,,,
PARKING-S,FORESTHAL,540.680047778,,,
WOODLANDH-4,FORESTHAL-A,870.753489198,,,
PARKING-T,FORESTHAL-A,852.110576844,,,
PARKING-S,FORESTHAL-A,507.619182216,,,
WOODLANDH-4,GERBERHAL,553.165506839,,,
PARKING-P,GERBERHAL,669.397565380,,,
PARKING-S,GERBERHAL,464.165494735,,,
WOODLANDH-4,HOLLISTER,550.489518485,,,
PARKING-T,HOLLISTER,554.976849927,,,
PARKING-P,HOLLISTER,722.254633846,,,
PARKING-S,HOLLISTER,548.045688039,,,
WOODLANDH-4,HORNLIBRA,471.763481180,,,
PARKING-T,HORNLIBRA,467.469841598,,,
PARKING-P,HORNLIBRA,602.072752812,,,
PARKING-S,HORNLIBRA,430.221254462,,,
WOODLANDH-4,HORNCOMPU,435.638796605,,,
PARKING-T,HORNCOMPU,437.375535228,,,
PARKING-P,HORNCOMPU,610.452584470,,,
PARKING-S,HORNCOMPU,472.879724740,,,
WOODLANDH-4,KEITHHALL,531.554351083,,,
PARKING-T,KEITHHALL,521.163154623,,,
PARKING-P,KEITHHALL,607.893720005,,,
PARKING-S,KEITHHALL,389.750757134,,,
WOODLANDH-4,KNIGHTAUD,585.064288188,,,
PARKING-T,KNIGHTAUD,551.483380890,,,
PARKING-P,KNIGHTAUD,448.686351627,,,
PARKING-S,KNIGHTAUD,123.575243423,,,
WOODLANDH-4,KRIEBELHA,395.931760912,,,
PARKING-T,KRIEBELHA,387.317983131,,,
PARKING-P,KRIEBELHA,518.703556699,,,
PARKING-S,KRIEBELHA,378.700536156,,,
WOODLANDH-3,LUKSICHAL,534.036435095,,,
WOODLANDH-4,LUKSICHAL,504.319111474,,,
PARKING-T,LUKSICHAL,467.332951203,,,
PARKING-P,LUKSICHAL,353.581503368,,,
PARKING-S,LUKSICHAL,74.684630790,,,
WOODLANDH-3,MUSTARDHA,365.918915823,,,
WOODLANDH-4,MUSTARDHA,335.710372323,,,
PARKING-T,MUSTARDHA,296.719265613,,,
PARKING-P,MUSTARDHA,257.621653756,,,
PARKING-S,MUSTARDHA,216.887443040,,,
WOODLANDH-3,MALLOYHAL,427.734356225,,,
WOODLANDH-4,MALLOYHAL,397.103157184,,,
PARKING-P,MALLOYHAL,215.426730186,,,
PARKING-S,MALLOYHAL,164.240785916,,,
WOODLANDH-3,MCCULLOUGH,520.633268706,,,
WOODLANDH-4,MCCULLOUGH,490.157380677,,,
WOODLANDH-3,PARKMANOR-C,838.418426268,,,
WOODLANDH-4,PARKMANOR-C,811.928231531,,,
WOODLANDH-3,POSTOFFIC,465.965754901,,,
PARKING-P,PARKMANOR-C,705.601408428,,,
WOODLANDH-3,SULLIVANB,622.054003223,,,
WOODLANDH-4,POSTOFFIC,435.831321812,,,
WOODLANDH-3,TOMASSOHA,441.463804514,,,
WOODLANDH-4,SULLIVANB,591.943026417,,,
WOODLANDH-4,JABBER,598.696794013,,,
WOODLANDH-4,RECREATION,175.390381620,,,
PARKING-P,MCCULLOUGH,286.820753837,,,
PARKING-S,MCCULLOUGH,64.979015000,,,
WOODLANDH-3,PARKMANOR-S,877.756477067,,,
WOODLANDH-4,PARKMANOR-S,850.923250017,,,
PARKING-P,PARKMANOR-S,730.355117379,,,
PARKING-S,PARKMANOR-S,389.869877890,,,
PARKING-S,PARKMANOR-C,367.620224816,,,
WOODLANDH-3,PARKMANOR-N,794.137451213,,,
WOODLANDH-4,PARKMANOR-N,767.753832216,,,
PARKING-P,PARKMANOR-N,670.557709183,,,
PARKING-S,PARKMANOR-N,336.038923469,,,
PARKING-P,POSTOFFIC,291.082274109,,,
PARKING-S,POSTOFFIC,118.312154065,,,
WOODLANDH-3,CAMPUSCEN,252.348260676,,,
WOODLANDH-4,CAMPUSCEN,225.795917385,,,
PARKING-P,CAMPUSCEN,353.775950652,,,
PARKING-S,CAMPUSCEN,356.714668278,,,
PARKING-P,SULLIVANB,388.280326737,,,
PARKING-S,SULLIVANB,47.779264104,,,
WOODLANDH-4,TOMASSOHA,412.806547511,,,
PARKING-P,TOMASSOHA,59.016762767,,,
WOODLANDH-3,TRIMDININ,132.940528131,,,
WOODLANDH-4,TRIMDININ,102.421196851,,,
WOODLANDH-4,WESTGATEH,601.728515167,,,
WOODLANDH-4,WOODLANDH-1,60.673121539,,,
WOODLANDH-4,WOODLANDH-2,37.292077895,,,
GERBERHAL,PARKING-H,68.361662064,,,
HOLLISTER,PARKING-H,48.428289254,,,
PARKING-P,PARKING-H,728.723568436,,,
HORNLIBRA,PARKING-H,127.661540434,,,
LUKSICHAL,PARKING-H,461.910699496,,,
TRIMDININ,PARKING-H,535.658985056,,,
PARKING-K,PARKING-H,364.601853292,,,
PARKING-W,PARKING-H,647.055167905,,,
CANFIELDH,PARKING-P,696.502012211,,,
KNIGHTAUD,PARKING-P,448.686351627,,,
RECREATION,PARKING-P,316.815195181,,,
PARKING-E,PARKING-P,219.377597961,,,
HORNLIBRA,PARKING-P,602.072752812,,,
CAMPUSCEN,PARKING-P,353.775950652,,,
TRIMDININ,PARKING-P,322.955354343,,,
PARKING-K,PARKING-P,516.312034267,,,
PARKING-P,PARKING-W,418.743211383,,,
PARKING-W,PARKING-P,418.743211383,,,
PARKING-P,SOCCERFIE,266.888059411,,,
PARKING-P,PARKING-Y,757.372821805,,,
PARKING-F,KUROMAKUH,661.389514598,,,
PARKING-H,KUROMAKUH,509.494292934,,,
PARKING-P,KUROMAKUH,229.787033956,,,
PARKING-H,KUROMAKUE,411.619813344,,,
PARKING-P,KUROMAKUE,322.277608547,,,
PARKING-H,KUROMAKUS,335.734400329,,,
PARKING-P,KUROMAKUS,411.723062089,,,
PARKING-H,BRYANTHAL,399.748835480,,,
PARKING-P,BRYANTHAL,725.086676478,,,
PARKING-H,CANFIELDH,360.314720329,,,
PARKING-P,CANFIELDH,696.502012211,,,
PARKING-H,CENTRALSE,559.611434668,,,
PARKING-P,CENTRALSE,169.904327652,,,
PARKING-H,COLEMANHA,327.795260201,,,
PARKING-P,COLEMANHA,661.901199696,,,
PARKING-F,FORESTHAL,45.967833271,,,
PARKING-H,FORESTHAL,397.066677527,,,
PARKING-P,FORESTHAL,861.451123311,,,
PARKING-F,FORESTHAL-A,41.754201487,,,
PARKING-H,FORESTHAL-A,402.988898473,,,
PARKING-P,FORESTHAL-A,832.037576666,,,
PARKING-F,GERBERHAL,335.593084528,,,
PARKING-H,GERBERHAL,68.361662064,,,
PARKING-F,HOLLISTER,409.663128327,,,
PARKING-H,HOLLISTER,48.428289254,,,
PARKING-F,HORNLIBRA,398.804575277,,,
PARKING-H,HORNLIBRA,127.661540434,,,
PARKING-F,HORNCOMPU,459.306499929,,,
PARKING-H,HORNCOMPU,146.650060639,,,
PARKING-F,KEITHHALL,319.634275535,,,
PARKING-H,KEITHHALL,143.023871189,,,
PARKING-F,KNIGHTAUD,378.672661431,,,
PARKING-H,KNIGHTAUD,436.142567275,,,
PARKING-F,KRIEBELHA,452.154166899,,,
PARKING-H,KRIEBELHA,214.133934479,,,
PARKING-F,LUKSICHAL,466.732692816,,,
PARKING-H,LUKSICHAL,461.910699496,,,
PARKING-F,MUSTARDHA,589.144897547,,,
PARKING-H,MUSTARDHA,471.855055395,,,
PARKING-F,MALLOYHAL,604.368146574,,,
PARKING-F,MCCULLOUGH,538.519624190,,,
PARKING-F,PARKMANOR-S,206.050865953,,,
PARKING-F,PARKMANOR-C,183.948360664,,,
PARKING-N,PARKMANOR-N,361.304737575,,,
PARKING-F,PARKMANOR-N,185.515788781,,,
PARKING-N,POSTOFFIC,479.497085702,,,
PARKING-F,POSTOFFIC,527.819548656,,,
PARKING-N,CAMPUSCEN,453.751538681,,,
PARKING-F,CAMPUSCEN,620.775367640,,,
PARKING-H,CAMPUSCEN,409.858134951,,,
PARKING-N,SULLIVANB,505.255127488,,,
PARKING-F,SULLIVANB,465.198085835,,,
PARKING-H,SULLIVANB,526.311375444,,,
PARKING-N,TOMASSOHA,704.467438068,,,
PARKING-F,TOMASSOHA,762.626143416,,,
PARKING-H,TOMASSOHA,688.082656512,,,
PARKING-N,TRIMDININ,586.971060975,,,
PARKING-F,TRIMDININ,761.647005593,,,
PARKING-H,TRIMDININ,535.658985056,,,
PARKING-N,JABBER,174.946156295,,,
PARKING-F,JABBER,241.691568873,,,
PARKING-H,JABBER,214.224523969,,,
PARKING-N,RECREATION,518.298018658,,,
PARKING-F,RECREATION,682.878583868,,,
PARKING-H,RECREATION,472.635918815,,,
PARKING-F,WOODLANDH-3,862.928071628,,,
PARKING-H,WOODLANDH-3,596.243599077,,,
PARKING-F,WOODLANDH-4,840.388067520,,,
PARKING-F,PARKING-S,501.224953902,,,
PARKING-F,PARKING-H,361.728710945,,,
PARKING-F,PARKING-W,906.841151688,,,
PARKING-H,PARKING-S,532.450931367,,,
PARKING-F,SOCCERFIE,1075.682708150,,,
PARKING-F,PARKING-Y,126.957027467,,,
PARKING-F,TENNISCOU,872.210604622,,,
PARKING-F,WESTGATEH,273.065437989,,,
PARKING-H,WESTGATEH,106.677989281,,,
PARKING-N,WOODLANDH-1,596.792037758,,,
PARKING-F,WOODLANDH-1,807.042773570,,,
PARKING-H,WOODLANDH-1,533.086355561,,,
PARKING-F,WOODLANDH-2,837.394256654,,,
PARKING-H,WOODLANDH-2,566.475265525,,,
PARKING-H,WOODLANDH-4,582.278196168,,,
PARKING-F,PARKING-T,823.339535914,,,
PARKING-H,PARKING-T,583.491398130,,,
PARKING-P,PARKING-T,351.847504228,,,
PARKING-F,PARKING-C,105.022059390,,,
PARKING-H,PARKING-C,310.857430905,,,
PARKING-F,PARKING-E,734.989609693,,,
PARKING-H,PARKING-E,560.783593218,,,
PARKING-P,PARKING-E,219.377597961,,,
PARKING-F,PARKING-K,302.671352069,,,
PARKING-H,PARKING-K,364.601853292,,,
PARKING-P,PARKING-K,516.312034267,,,
PARKING-F,PARKING-N,282.031565489,,,
PARKING-H,PARKING-N,81.587808991,,,
PARKING-P,PARKING-N,749.590528950,,,
PARKING-H,PARKING-F,361.728710946,,,
PARKING-P,PARKING-F,818.348667047,,,
PARKING-F,PARKING-P,818.348667047,,,
PARKING-H,PARKING-P,728.723568436,,,
KRIEBELHA,PARKING-S,378.700536156,,,
MALLOYHAL,PARKING-S,164.240785916,,,
TOMASSOHA,PARKING-S,282.318138483,,,
PARKING-P,PARKING-S,341.299329253,,,
HORNLIBRA,PARKING-S,430.221254462,,,
LUKSICHAL,PARKING-S,74.684630791,,,
PARKING-K,PARKING-S,206.510205545,,,
CANFIELDH,PARKING-W,819.233754964,,,
PARKMANOR-S,PARKING-W,913.984482850,,,
WESTGATEH,PARKING-W,668.315441803,,,
PARKING-H,PARKING-W,647.055167905,,,
TRIMDININ,PARKING-W,157.743415382,,,
PARKING-T,PARKING-W,93.134891684,,,
PARKING-K,PARKING-W,663.811342552,,,
KRIEBELHA,PARKING-Y,474.877807184,,,
KNIGHTAUD,PARKING-Y,308.705931657,,,
WOODLANDH-1,PARKING-Y,814.272300955,,,
PARKING-H,PARKING-Y,439.571285886,,,
HORNLIBRA,PARKING-Y,442.439999119,,,
TRIMDININ,PARKING-Y,751.316779656,,,
PARKING-H,SOCCERFIE,939.398447005,,,
PARKING-Y,KUROMAKUH,630.292538414,,,
TENNISCOU,KUROMAKUH,218.531505377,,,
PARKING-Y,KUROMAKUE,561.173619102,,,
TENNISCOU,KUROMAKUE,292.757428348,,,
PARKING-Y,KUROMAKUS,556.179351492,,,
TENNISCOU,KUROMAKUS,339.136598430,,,
PARKING-Y,BRYANTHAL,44.985002564,,,
TENNISCOU,BRYANTHAL,807.291338577,,,
TENNISCOU,CANFIELDH,769.093921133,,,
TENNISCOU,CENTRALSE,263.369550133,,,
TENNISCOU,COLEMANHA,726.497082899,,,
TENNISCOU,FORESTHAL,918.099358870,,,
TENNISCOU,FORESTHAL-A,896.929998399,,,
TENNISCOU,GERBERHAL,627.927656687,,,
TENNISCOU,HOLLISTER,646.892126059,,,
TENNISCOU,HORNLIBRA,547.529324628,,,
TENNISCOU,HORNCOMPU,527.404425614,,,
SOCCERFIE,KEITHHALL,835.939136946,,,
TENNISCOU,KEITHHALL,589.073842563,,,
SOCCERFIE,KNIGHTAUD,713.070260691,,,
TENNISCOU,KNIGHTAUD,560.179357551,,,
SOCCERFIE,KRIEBELHA,725.416561505,,,
TENNISCOU,KRIEBELHA,462.417768630,,,
SOCCERFIE,LUKSICHAL,616.482497171,,,
TENNISCOU,LUKSICHAL,466.843531164,,,
SOCCERFIE,MUSTARDHA,492.272938711,,,
TENNISCOU,MUSTARDHA,299.078939418,,,
SOCCERFIE,MALLOYHAL,472.417167611,,,
TENNISCOU,MALLOYHAL,331.121119115,,,
SOCCERFIE,MCCULLOUGH,552.542724157,,,
TENNISCOU,MCCULLOUGH,430.381297727,,,
PARKING-N,PARKMANOR-S,432.522085062,,,
SOCCERFIE,PARKMANOR-S,996.803352254,,,
TENNISCOU,PARKMANOR-S,844.288525783,,,
SOCCERFIE,PARKMANOR-C,971.162129863,,,
TENNISCOU,PARKMANOR-C,809.758011787,,,
SOCCERFIE,PARKMANOR-N,935.090072051,,,
TENNISCOU,PARKMANOR-N,767.685112534,,,
SOCCERFIE,POSTOFFIC,549.063155568,,,
TENNISCOU,POSTOFFIC,392.081909971,,,
SOCCERFIE,CAMPUSCEN,532.035563650,,,
SOCCERFIE,SULLIVANB,655.164235316,,,
TENNISCOU,SULLIVANB,540.850842631,,,
SOCCERFIE,TOMASSOHA,325.899435279,,,
SOCCERFIE,TRIMDININ,432.496885849,,,
PARKING-Y,JABBER,263.676558836,,,
SOCCERFIE,JABBER,859.833296952,,,
PARKING-Y,RECREATION,671.239470548,,,
SOCCERFIE,RECREATION,473.646567239,,,
PARKING-Y,WESTGATEH,337.230230886,,,
SOCCERFIE,WESTGATEH,914.769435842,,,
TENNISCOU,WESTGATEH,665.928437868,,,
PARKING-Y,WOODLANDH-1,814.272300955,,,
SOCCERFIE,WOODLANDH-1,513.014392295,,,
TENNISCOU,WOODLANDH-1,214.786096194,,,
PARKING-Y,WOODLANDH-2,842.092754855,,,
SOCCERFIE,WOODLANDH-2,490.972954715,,,
TENNISCOU,WOODLANDH-2,196.941044705,,,
PARKING-Y,WOODLANDH-3,864.824987180,,,
SOCCERFIE,WOODLANDH-3,468.169848155,,,
TENNISCOU,WOODLANDH-3,179.818885741,,,
PARKING-W,SOCCERFIE,430.993817821,,,
PARKING-Y,SOCCERFIE,1021.507947446,,,
PARKING-W,TENNISCOU,159.512336205,,,
PARKING-Y,WOODLANDH-4,839.449807837,,,
SOCCERFIE,WOODLANDH-4,454.534303449,,,
TENNISCOU,WOODLANDH-4,159.649479470,,,
PARKING-Y,PARKING-T,815.570905094,,,
SOCCERFIE,PARKING-T,418.391477326,,,
TENNISCOU,PARKING-T,118.564559199,,,
PARKING-Y,PARKING-N,367.495246480,,,
SOCCERFIE,PARKING-N,974.306924412,,,
TENNISCOU,PARKING-N,717.655729412,,,
PARKING-Y,PARKING-F,126.957027467,,,
PARKING-W,PARKING-S,604.167383985,,,
SOCCERFIE,PARKING-F,1075.682708151,,,
PARKING-Y,PARKING-S,423.034718192,,,
TENNISCOU,PARKING-S,495.360203330,,,
TENNISCOU,SOCCERFIE,300.604947957,,,
PARKING-Y,PARKING-W,904.225150487,,,
PARKING-Y,TENNISCOU,847.732833161,,,
HORNLIBRA,SOCCERFIE,812.257165189,,,
PARKING-Y,PARKING-C,128.986544236,,,
SOCCERFIE,PARKING-C,971.129707989,,,
TENNISCOU,PARKING-C,768.341291955,,,
PARKING-Y,PARKING-E,706.932650767,,,
LUKSICHAL,SOCCERFIE,616.482497171,,,
SOCCERFIE,PARKING-E,378.979331553,,,
TENNISCOU,PARKING-E,141.278442582,,,
PARKING-Y,PARKING-K,250.918333493,,,
SOCCERFIE,PARKING-K,776.389520871,,,
TENNISCOU,PARKING-K,597.869222475,,,
TENNISCOU,PARKING-F,872.210604621,,,
PARKING-Y,PARKING-H,439.571285886,,,
SOCCERFIE,PARKING-H,939.398447005,,,
TENNISCOU,PARKING-H,670.202885277,,,
PARKING-Y,PARKING-P,757.372821805,,,
SOCCERFIE,PARKING-P,266.888059411,,,
TENNISCOU,PARKING-P,261.773766422,,,
SOCCERFIE,PARKING-W,430.993817821,,,
TENNISCOU,PARKING-W,159.512336206,,,
PARKING-W,PARKING-Y,904.225150487,,,
SOCCERFIE,PARKING-Y,1021.507947446,,,
TENNISCOU,PARKING-Y,847.732833161,,,
PARKING-K,PARKING-Y,250.918333493,,,
GERBERHAL,SOCCERFIE,887.951426962,,,
TRIMDININ,SOCCERFIE,432.496885849,,,
PARKING-K,SOCCERFIE,776.389520870,,,
CANFIELDH,TENNISCOU,769.093921132,,,
MALLOYHAL,TENNISCOU,331.121119114,,,
WESTGATEH,TENNISCOU,665.928437868,,,
PARKING-E,TENNISCOU,141.278442582,,,
PARKING-P,TENNISCOU,261.773766422,,,
PARKING-H,TENNISCOU,670.202885277,,,
SOCCERFIE,TENNISCOU,300.604947956,,,
TRIMDININ,TENNISCOU,137.870232044,,,
PARKING-S,TENNISCOU,495.360203330,,,
KUROMAKUH,KUROMAKUE,97.942886924,,,
KUROMAKUH,KUROMAKUS,182.600364778,,,
KUROMAKUH,BRYANTHAL,590.567235652,,,
KUROMAKUH,CANFIELDH,553.489952294,,,
KUROMAKUH,CENTRALSE,89.384430080,,,
KUROMAKUH,COLEMANHA,511.901270833,,,
KUROMAKUS,COLEMANHA,424.159160734,,,
KUROMAKUH,FORESTHAL,706.960584917,,,
KUROMAKUH,FORESTHAL-A,683.748055486,,,
KUROMAKUS,FORESTHAL-A,584.169268307,,,
KUROMAKUH,GERBERHAL,455.116482067,,,
KUROMAKUS,GERBERHAL,289.223319231,,,
KUROMAKUH,HOLLISTER,498.287110582,,,
KUROMAKUS,HOLLISTER,319.259036844,,,
KUROMAKUH,HORNLIBRA,381.832904579,,,
KUROMAKUS,HORNLIBRA,209.924416544,,,
PARKING-W,HORNLIBRA,537.999423633,,,
KUROMAKUH,HORNCOMPU,383.427434691,,,
KUROMAKUS,HORNCOMPU,201.991612978,,,
PARKING-W,HORNCOMPU,500.534515064,,,
PARKING-Y,HORNCOMPU,506.835207887,,,
KUROMAKUH,KEITHHALL,402.063948451,,,
KUROMAKUS,KEITHHALL,251.923078219,,,
PARKING-W,KEITHHALL,598.334544419,,,
KUROMAKUH,KNIGHTAUD,342.707649848,,,
KUROMAKUS,KNIGHTAUD,335.068604595,,,
PARKING-W,KNIGHTAUD,644.298908530,,,
PARKING-Y,KNIGHTAUD,308.705931657,,,
KUROMAKUH,KRIEBELHA,295.862703427,,,
KUROMAKUS,KRIEBELHA,123.649673851,,,
PARKING-W,KRIEBELHA,462.677581510,,,
PARKING-Y,KRIEBELHA,474.877807184,,,
KUROMAKUH,LUKSICHAL,251.935297319,,,
PARKING-W,LUKSICHAL,560.465217620,,,
PARKING-Y,LUKSICHAL,405.063409130,,,
KUROMAKUH,MUSTARDHA,81.093483778,,,
KUROMAKUE,MUSTARDHA,85.762972015,,,
PARKING-W,MUSTARDHA,389.736329659,,,
PARKING-Y,MUSTARDHA,552.129006700,,,
KUROMAKUH,MALLOYHAL,134.619231913,,,
KUROMAKUE,MALLOYHAL,167.108279149,,,
PARKING-W,MALLOYHAL,444.849505299,,,
PARKING-Y,MALLOYHAL,550.586719232,,,
KUROMAKUH,MCCULLOUGH,228.123133716,,,
KUROMAKUE,MCCULLOUGH,231.356233156,,,
PARKING-W,MCCULLOUGH,540.814573747,,,
PARKING-Y,MCCULLOUGH,470.871480570,,,
KUROMAKUH,PARKMANOR-S,625.764885446,,,
KUROMAKUE,PARKMANOR-S,566.462683553,,,
PARKING-W,PARKMANOR-S,913.984482850,,,
PARKING-Y,PARKMANOR-S,79.116911822,,,
KUROMAKUH,PARKMANOR-N,549.443617634,,,
KUROMAKUH,PARKMANOR-C,591.319393160,,,
KUROMAKUE,PARKMANOR-N,485.186544536,,,
PARKING-W,PARKMANOR-N,831.469168739,,,
KUROMAKUH,SULLIVANB,333.421320033,,,
PARKING-Y,PARKMANOR-N,87.104485583,,,
KUROMAKUE,SULLIVANB,317.241312318,,,
PARKING-W,SULLIVANB,645.642978751,,,
KUROMAKUH,TRIMDININ,160.527300502,,,
KUROMAKUE,TRIMDININ,191.627086834,,,
KUROMAKUH,RECREATION,107.486030575,,,
KUROMAKUE,RECREATION,112.284693317,,,
KUROMAKUH,WOODLANDH-1,274.799515906,,,
KUROMAKUE,PARKMANOR-C,528.774489778,,,
PARKING-W,PARKMANOR-C,875.483095762,,,
PARKING-Y,PARKMANOR-C,63.372438515,,,
KUROMAKUH,POSTOFFIC,178.725104168,,,
KUROMAKUE,POSTOFFIC,167.108163142,,,
PARKING-W,POSTOFFIC,489.858465482,,,
PARKING-Y,POSTOFFIC,474.816343986,,,
KUROMAKUH,CAMPUSCEN,125.800785234,,,
